Operation Operand   Result
Add        16689     8137
Add        64774     8138
Add        34761     8139
Add        36027     8140
Contains   2596      8141
Add        36962     8142
Add        51120     8142
Add        98262     8143
Add        64121     8144
Add        32682     8145
Add        19602     8146
Add        43975     8147
Remove     53057     8148
Add        45154     8149
Add        13368     8150
Add        98519     8151
Contains   2022      8151
Add        58246     8152
Add        50039     8153
Add        45219     8154
Add        81624     8155
Add        60383     8156
Add        92142     8157
Add        97505     8158
Remove     92170     8159
Add        16703     8160
Add        46987     8160
Add        57724     8161
Add        92469     8162
Add        404       8163
Contains   6773      8163
Contains   621       8163
Contains   58530     8164
Contains   99493     8165
Remove     5419      8166
Add        64295     8167
Add        61495     8168
Add        53307     8169
Add        36209     8170
Add        82776     8171
Contains   6667      8171
Add        22717     8172
Add        51563     8173
Add        5514      8174
Contains   45882     8175
Add        47408     8175
Contains   4319      8175
Add        58414     8176
Contains   615       8177
Add        5910      8178
Add        14718     8179
Add        69661     8180
Add        70692     8181
Add        58739     8182
Add        23625     8183
Contains   3375      8183
Add        98594     8184
Add        14886     8185
Add        89301     8186
Add        13785     8187
Add        34966     8188
Add        37970     8189
Add        58161     8189
Contains   2323      8189
Add        86276     8189
Add        25397     8190
Remove     75787     8191
Add        40127     8192
Add        90615     8193
Add        96819     8194
Contains   59171     8195
Contains   44607     8196
Contains   4147      8196
Add        59341     8197
Contains   5221      8197
Add        65969     8198
Add        67551     8199
Contains   10059     8200
Add        31404     8200
Remove     91107     8201
Add        68359     8202
Remove     27182     8203
Add        18125     8204
Add        35901     8205
Add        58629     8206
Add        88660     8207
Add        94282     8208
Add        66601     8209
Contains   86636     8210
Contains   2443      8211
Add        29557     8212
Add        4217      8213
Add        5026      8214
Contains   1418      8214
Add        15617     8215
Add        93374     8216
Add        94614     8217
Add        45356     8218
Add        31676     8218
Add        54979     8219
Add        58997     8220
Add        79656     8221
Add        91487     8222
Add        31444     8223
Add        4699      8224
Add        63803     8225
Remove     34901     8225
Add        20325     8226
Add        23896     8227
Add        47525     8228
Contains   28429     8229
Contains   47472     8230
Contains   77048     8231
Add        27763     8232
Add        43144     8233
Add        60535     8234
Contains   4807      8234
Contains   6029      8234
Add        40975     8235
Add        73799     8236
Add        2448      8237
Add        47301     8238
Add        2871      8239
Add        29373     8240
Add        78504     8241
Add        27100     8242
Contains   3466      8242
Add        54653     8243
Add        77        8244
Add        34402     8245
Add        94400     8246
Contains   7084      8246
Add        10492     8247
Add        39780     8248
Add        75220     8249
Add        61792     8250
Add        40103     8251
Add        54963     8252
Add        87311     8253
Add        92776     8254
Add        36155     8255
Add        95885     8256
Add        40139     8257
Add        15748     8258
Add        69539     8259
Add        18911     8260
Add        47253     8261
Contains   5891      8261
Add        24678     8262
Add        95339     8263
Add        50720     8264
Remove     6269      8265
Add        78774     8266
Add        85022     8267
Add        31482     8268
Add        17892     8269
Contains   611       8269
Remove     70064     8270
Add        23227     8271
Add        13575     8272
Contains   2810      8272
Add        23625     8272
Add        82418     8273
Contains   5549      8273
Add        75714     8274
Add        43224     8275
Add        41325     8276
Add        25138     8277
Add        86561     8278
Add        38332     8279
Add        36733     8280
Remove     19337     8281
Add        71542     8282
Add        59586     8283
Add        3468      8284
Contains   78696     8285
Add        61564     8286
Add        45235     8287
Add        11469     8288
Add        7549      8289
Add        14657     8290
Add        41284     8291
Add        82635     8292
Add        71372     8293
Add        32626     8294
Add        48039     8295
Add        44321     8296
Add        80654     8297
Add        77979     8298
Add        87502     8299
Add        1606      8300
Add        28988     8301
Contains   13368     8302
Add        17845     8303
Contains   2435      8303
Add        38974     8304
Contains   7549      8305
Add        88366     8306
Contains   32924     8307
Add        96616     8308
Add        60537     8309
Remove     68721     8310
Contains   43216     8311
Add        33012     8312
Add        83261     8313
Add        17737     8314
Add        34491     8315
Contains   1535      8315
Remove     9016      8316
Add        8359      8317
Add        31965     8318
Add        87683     8319
Contains   2941      8319
Add        42118     8320
Add        66415     8321
Add        16867     8322
Add        54200     8323
Add        39551     8324
Add        94341     8325
Add        14171     8326
Remove     91789     8327
Add        46003     8328
Contains   131       8328
Add        13476     8329
Remove     84344     8330
Add        52737     8331
Contains   3163      8331
Add        23766     8332
Add        96978     8333
Add        26044     8334
Add        96917     8334
Contains   4818      8334
Add        56667     8335
Add        79297     8336
Add        43768     8337
Contains   515       8337
Add        54439     8338
Add        4922      8339
Add        42892     8340
Remove     95292     8341
Add        93367     8342
Add        70245     8343
Add        81021     8344
Contains   1263      8344
Add        88513     8345
Add        32632     8346
Add        66252     8347
Add        34126     8348
Add        38954     8349
Add        17972     8350
Add        41739     8350
Add        74284     8351
Contains   4325      8351
Add        96802     8352
Add        41768     8353
Add        82952     8354
Add        17212     8355
Add        9426      8356
Add        91806     8357
Add        88859     8358
Add        86532     8359
Add        20798     8360
Add        85692     8361
Add        31806     8362
Contains   17501     8363
Add        25764     8364
Add        69479     8365
Contains   94464     8366
Add        7958      8367
Add        99260     8368
Add        68038     8369
Add        31270     8370
Add        90183     8371
Add        89007     8372
Add        82069     8373
Add        51946     8374
Add        70729     8375
Contains   4059      8375
Add        45085     8376
Add        21004     8377
Contains   95542     8378
Contains   63952     8379
Add        20244     8380
Add        17184     8381
Add        12201     8382
Add        42841     8382
Add        15329     8383
Add        21538     8384
Add        74927     8385
Add        79428     8386
Add        35664     8387
Add        53452     8388
Add        35280     8389
Add        18562     8390
Add        53096     8391
Contains   2478      8391
Add        62325     8391
Contains   90051     8392
Add        9416      8393
Contains   6422      8393
Add        3407      8394
Add        66328     8395
Add        37590     8396
Contains   13155     8397
Contains   1203      8397
Add        22873     8398
Add        59800     8399
Add        27851     8400
Contains   524       8400
Contains   259       8400
Contains   2420      8400
Add        54453     8401
Remove     14692     8402
Add        56500     8403
Add        80451     8404
Add        76617     8404
Add        71680     8405
Add        81319     8406
Add        33903     8407
Add        51712     8407
Contains   94622     8408
Contains   2695      8408
Add        20372     8409
Add        7798      8410
Add        71912     8411
Add        74310     8412
Contains   70573     8413
Add        39856     8414
Contains   51517     8415
Add        77371     8416
Contains   92111     8417
Add        75652     8418
Add        38292     8419
Add        82069     8419
Add        96937     8420
Add        99994     8421
Add        53948     8422
Add        38686     8423
Add        19283     8424
Add        11806     8425
Add        2486      8426
Add        9884      8427
Contains   86808     8428
Add        70222     8429
Add        21535     8430
Add        36786     8431
Add        41432     8432
Add        57039     8433
Add        6882      8434
Add        37666     8435
Add        43960     8436
Add        97678     8437
Add        11501     8438
Contains   87683     8439
Add        1193      8440
Contains   1763      8440
Add        88762     8441
Add        32341     8442
Add        93322     8443
Add        55486     8444
Contains   1196      8444
Add        12307     8445
Contains   95660     8445
Contains   76463     8446
Add        66589     8447
Add        84646     8448
Add        57491     8449
Add        46299     8449
Add        72818     8450
Add        80330     8451
Add        84142     8452
Contains   5063      8453
Add        8803      8453
Add        59785     8454
Add        90526     8455
Add        26262     8456
Add        83833     8457
Remove     68534     8458
Remove     21695     8459
Contains   5917      8459
Remove     28022     8460
Contains   44779     8461
Add        83915     8462
Add        53574     8463
Add        46752     8464
Add        26986     8465
Add        62737     8466
Remove     61873     8467
Add        18185     8468
Contains   1793      8468
Remove     13476     8469
Add        208       8470
Contains   2698      8470
Add        73103     8471
Add        71890     8472
Add        54119     8473
Add        18468     8474
Add        19528     8475
Add        55532     8476
Add        89179     8477
Add        93637     8477
Add        70319     8478
Remove     44607     8479
Add        42751     8480
Add        48864     8481
Add        8697      8482
Contains   30123     8483
Add        84637     8484
Add        23811     8485
Add        20386     8486
Add        44703     8487
Add        99408     8488
Add        49349     8489
Add        53010     8490
Add        4777      8491
Add        37642     8492
Contains   55086     8493
Contains   43        8493
Add        18887     8494
Add        24751     8495
Add        44943     8496
Contains   7334      8496
Add        33103     8497
Add        71560     8498
Add        37033     8499
Contains   62655     8500
Add        6616      8501
Contains   52480     8502
Add        76063     8503
Remove     40816     8504
Contains   44852     8505
Add        2436      8506
Contains   28373     8507
Contains   51697     8508
Remove     74384     8509
Add        10484     8510
Add        21693     8511
Add        49118     8512
Add        65998     8513
Add        95381     8514
Add        78895     8515
Add        55918     8516
Contains   4593      8516
Remove     65777     8517
Add        1191      8518
Add        45167     8519
Contains   22388     8520
Add        31737     8521
Add        36175     8522
Add        56653     8523
Contains   47525     8524
Add        50366     8525
Add        82946     8526
Add        99533     8527
Add        47334     8528
Add        8004      8529
Add        8455      8530
Add        73088     8531
Contains   6089      8531
Add        47809     8532
Contains   44550     8533
Contains   49805     8534
Add        4742      8535
Contains   1031      8536
Add        45604     8537
Add        96162     8538
Contains   48756     8539
Add        69741     8540
Add        9611      8540
Contains   6201      8540
Add        52004     8541
Add        28020     8542
Add        83025     8543
Add        36434     8544
Add        72737     8545
Add        56540     8546
Add        66636     8547
Contains   7025      8547
Add        52118     8548
Add        47693     8549
Add        12682     8550
Add        50399     8551
Add        47062     8552
Add        896       8553
Contains   2927      8553
Add        62073     8553
Add        68637     8554
Remove     27188     8555
Add        12247     8556
Remove     98828     8557
Add        89513     8558
Add        17712     8559
Add        84502     8560
Add        83142     8561
Add        14497     8562
Contains   1979      8562
Add        29233     8563
Add        18659     8564
Add        7573      8565
Add        1727      8566
Add        48200     8567
Add        7190      8568
Add        71524     8569
Contains   699       8569
Add        1851      8570
Add        39743     8571
Add        29264     8571
Add        52890     8572
Add        32917     8573
Add        271       8574
Add        50350     8575
Add        21991     8576
Add        87992     8577
Contains   78602     8578
Add        70517     8579
Remove     85117     8580
Add        57111     8581
Add        1203      8582
Add        31687     8583
Add        83158     8584
Add        46942     8585
Contains   83697     8586
Contains   3573      8586
Add        75323     8587
Add        9103      8588
Contains   6666      8588
Add        54107     8589
Add        66364     8590
Add        25112     8591
Contains   54822     8592
Add        18193     8593
Add        68968     8594
Add        93077     8595
Contains   3826      8595
Add        47772     8596
Add        39431     8597
Add        51893     8598
Add        25951     8599
Add        9602      8600
Add        98548     8601
Add        75981     8602
Add        86415     8603
Add        55581     8604
Add        49514     8605
Add        1609      8606
Add        68390     8607
Add        75855     8608
Add        97407     8609
Add        25702     8610
Remove     49436     8611
Add        32882     8612
Contains   695       8612
Add        69723     8612
Add        9636      8613
Add        23284     8614
Add        79132     8615
Add        92958     8616
Contains   71560     8617
Add        59123     8618
Remove     78198     8619
Add        85859     8620
Add        42284     8621
Add        34242     8622
Add        88610     8623
Add        22589     8624
Add        20815     8625
Remove     33409     8626
Add        48396     8627
Add        48508     8628
Add        49043     8629
Add        85142     8630
Add        83387     8631
Contains   75184     8632
Add        7829      8633
Contains   72        8633
Contains   23871     8634
Add        38061     8635
Contains   1619      8635
Add        80831     8636
Add        49382     8637
Add        95863     8638
Add        48919     8639
Add        42180     8639
Add        132       8640
Add        77216     8641
Add        72743     8642
Add        90968     8643
Contains   2217      8643
Add        82824     8644
Add        59955     8645
Add        29207     8646
Add        71084     8647
Add        7808      8647
Add        78575     8648
Add        1924      8649
Add        66160     8650
Add        53696     8651
Add        8349      8652
Add        14705     8653
Contains   2735      8653
Add        44144     8654
Contains   67211     8655
Add        81610     8656
Add        7750      8656
Add        19054     8657
Contains   3773      8657
Contains   76836     8658
Add        59891     8659
Add        72973     8660
Add        54288     8661
Add        94718     8662
Add        54774     8663
Add        20560     8664
Add        35986     8665
Add        8156      8666
Contains   65014     8667
Add        18995     8668
Add        44358     8669
Add        82437     8670
Remove     12627     8671
Add        63485     8671
Add        31838     8672
Add        79593     8673
Add        90033     8674
Add        42016     8675
Add        9809      8676
Contains   81697     8677
Add        10096     8678
Contains   31802     8679
Add        64465     8680
Add        46493     8680
Add        56316     8681
Add        56815     8682
Add        75286     8683
Add        83360     8684
Add        5263      8685
Contains   70337     8686
Add        19525     8687
Add        16429     8688
Add        76032     8689
Add        74077     8690
Remove     10119     8691
Add        45806     8692
Add        92724     8693
Add        11069     8694
Contains   65328     8695
Add        9915      8696
Add        11759     8697
Add        29491     8698
Contains   873       8699
Add        60324     8700
Contains   35282     8701
Add        20915     8702
Contains   82907     8703
Contains   42553     8704
Add        14943     8705
Add        62334     8706
Add        58482     8707
Add        18861     8708
Add        67813     8709
Add        14198     8710
Add        85843     8711
Add        13725     8712
Contains   67        8712
Contains   92538     8713
Contains   4924      8713
Add        18505     8714
Add        75700     8715
Add        98015     8716
Add        97883     8717
Add        9437      8718
Add        58147     8719
Add        22615     8720
Add        17699     8721
Add        68048     8722
Contains   74999     8723
Remove     55857     8724
Remove     4913      8725
Contains   1625      8725
Add        23538     8726
Remove     18125     8727
Add        8084      8728
Remove     57976     8729
Contains   1923      8729
Add        26088     8730
Contains   2715      8730
Add        54523     8731
Add        25500     8732
Add        14776     8733
Add        89709     8733
Add        30593     8734
Contains   20852     8735
Add        36425     8736
Add        99856     8737
Add        48670     8738
Contains   23077     8739
Add        75172     8740
Add        68676     8741
Add        39824     8742
Add        30710     8743
Add        30041     8744
Add        40516     8745
Add        70658     8746
Add        61414     8747
Add        40393     8748
Add        8117      8749
Add        36227     8750
Add        8405      8751
Add        76231     8752
Add        63161     8753
Add        78162     8754
Add        80624     8755
Add        56219     8755
Add        74663     8755
Contains   2288      8755
Add        17662     8756
Contains   2687      8756
Contains   71430     8757
Add        57311     8758
Add        9539      8759
Contains   97707     8760
Contains   4581      8761
Add        28542     8762
Contains   4581      8763
Contains   1847      8763
Add        57179     8764
Remove     35819     8765
Add        45749     8766
Add        70363     8767
Add        42379     8768
Add        88970     8769
Add        39052     8770
Add        40836     8771
Add        21046     8772
Add        26442     8773
Remove     85448     8774
Add        98871     8775
Contains   1767      8776
Contains   5782      8776
Add        67143     8777
Contains   51136     8778
Add        2495      8779
Add        22977     8780
Remove     39011     8781
Contains   3485      8781
Add        56816     8782
Contains   7280      8782
Add        29709     8783
Add        9603      8783
Add        89310     8784
Add        69318     8785
Add        14357     8786
Add        52454     8787
Add        974       8788
Add        97111     8788
Contains   61425     8789
Add        67616     8790
Add        87916     8791
Add        80245     8792
Add        89260     8793
Add        49884     8794
Contains   4001      8794
Add        77692     8795
Add        55184     8796
Contains   1307      8796
Add        26481     8797
Contains   11058     8798
Add        16422     8798
Add        4003      8799
Add        53914     8800
Add        92796     8801
Add        6890      8801
Add        24602     8802
Contains   12596     8803
Add        18917     8803
Add        41603     8804
Add        9512      8805
Add        59497     8806
Remove     54976     8807
Contains   50993     8808
Add        49064     8808
Add        53831     8809
Contains   18537     8810
Add        79602     8811
Add        59464     8812
Add        86799     8813
Add        97731     8814
Add        79701     8815
Add        76996     8816
Add        93349     8817
Add        71157     8818
Remove     17464     8819
Add        80768     8820
Contains   6319      8820
Add        76801     8821
Contains   38244     8822
Add        57247     8823
Add        46284     8824
Add        36042     8825
Add        52251     8826
Add        26988     8827
Add        67328     8828
Add        19614     8829
Add        27815     8830
Add        92851     8831
Add        14336     8832
Add        23524     8833
Add        51091     8834
Add        11738     8835
Add        25073     8836
Contains   733       8836
Add        43027     8837
Add        36189     8838
Add        3975      8838
Contains   5217      8839
Remove     21993     8840
Add        99976     8841
Contains   4370      8841
Add        72076     8842
Remove     72735     8843
Add        5250      8844
Add        50043     8845
Contains   6617      8845
Add        1469      8846
Add        57519     8847
Add        1474      8848
Contains   85692     8849
Contains   5725      8849
Remove     82929     8850
Remove     58792     8851
Add        41605     8852
Add        99973     8853
Add        65650     8854
Add        20741     8855
Add        68806     8856
Add        21393     8857
Add        50631     8858
Add        96924     8859
Remove     19455     8860
Add        11384     8861
Add        32054     8862
Contains   29059     8863
Add        22027     8863
Add        10466     8864
Contains   1422      8865
Contains   2044      8865
Add        68628     8866
Add        1582      8867
Add        82635     8867
Add        99372     8868
Add        80956     8869
Contains   2129      8869
Add        39301     8870
Add        25395     8871
Contains   44968     8872
Add        96845     8873
Add        33647     8874
Add        51157     8875
Add        3907      8876
Add        88658     8877
Add        8466      8878
Add        35211     8879
Contains   7133      8880
Add        99588     8881
Add        99030     8882
Add        16234     8883
Add        83651     8884
Contains   54033     8885
Add        49813     8886
Contains   2417      8886
Add        90062     8887
Add        53762     8888
Add        70233     8889
Add        80622     8890
Add        38051     8891
Add        71526     8892
Add        20792     8893
Contains   55944     8894
Add        59222     8894
Add        70995     8895
Add        83041     8896
Contains   61229     8897
Add        10250     8898
Add        89996     8899
Contains   39257     8900
Remove     50570     8901
Add        81612     8902
Add        60769     8902
Add        61850     8903
Add        57541     8904
Add        46723     8905
Add        16893     8906
Add        65418     8907
Add        75918     8908
Contains   94595     8909
Add        84599     8910
Add        83863     8911
Add        23790     8912
Add        93443     8913
Add        87435     8914
Remove     85612     8915
Add        32887     8916
Add        22873     8916
Add        53151     8917
Add        44623     8918
Add        21604     8919
Add        35557     8920
Contains   7503      8920
Add        83822     8921
Add        33044     8922
Add        72823     8922
Add        96233     8923
Add        55142     8924
Contains   127       8924
Add        94401     8925
Add        2022      8926
Add        66589     8926
Add        9039      8927
Add        57764     8928
Contains   59131     8929
Add        35117     8930
Add        62161     8931
Add        76446     8932
Add        34328     8933
Add        98643     8934
Remove     76253     8935
Add        52002     8936
Add        4095      8937
Add        61067     8938
Add        32687     8939
Contains   1581      8939
Add        9436      8940
Contains   2772      8941
Add        37627     8942
Contains   6313      8942
Add        97380     8943
Add        51352     8944
Add        25097     8945
Add        85423     8946
Remove     3546      8947
Add        73633     8948
Add        51599     8949
Add        18010     8950
Add        97837     8951
Add        18155     8952
Add        42750     8953
Add        94813     8954
Add        72379     8955
Add        39654     8956
Add        73358     8957
Add        83867     8958
Add        71064     8959
Add        17159     8960
Add        23413     8961
Add        34944     8962
Add        69936     8963
Add        6395      8964
Add        68776     8964
Add        11321     8964
Add        33244     8965
Remove     77804     8966
Add        60557     8967
Remove     99406     8968
Add        15385     8969
Remove     92687     8970
Add        71436     8971
Add        71877     8972
Add        88300     8973
Remove     75824     8974
Contains   991       8974
Contains   7321      8975
Add        95317     8975
Contains   22173     8976
Add        62534     8976
Add        83061     8977
Contains   311       8977
Add        63565     8978
Contains   75787     8978
Add        34410     8979
Remove     3524      8980
Add        50870     8981
Add        45261     8982
Add        53991     8983
Add        60698     8984
Add        99980     8985
Add        46217     8986
Add        58052     8987
Add        46572     8988
Add        70317     8989
Add        64129     8990
Contains   40127     8991
Contains   58881     8992
Remove     78458     8993
Contains   7095      8993
Add        4276      8994
Remove     68397     8995
Contains   62771     8996
Add        92980     8997
Add        80817     8998
Remove     64752     8999
Add        74721     9000
Add        11935     9001
Add        55482     9002
Remove     110       9003
Add        71264     9004
Add        39153     9005
Add        67590     9006
Add        4857      9007
Remove     64136     9008
Add        56337     9009
Add        34153     9010
Add        94104     9011
Add        64744     9011
Add        9985      9012
Contains   36549     9013
Contains   3521      9013
Contains   3066      9013
Add        18188     9014
Contains   4053      9014
Contains   61414     9015
Add        54679     9016
Add        63200     9017
Add        17301     9018
Add        28949     9019
Add        54494     9020
Contains   26575     9021
Add        9203      9022
Add        30535     9023
Add        12914     9024
Add        60709     9025
Contains   3879      9025
Add        11723     9026
Add        65502     9027
Add        63635     9028
Contains   22402     9029
Add        11107     9030
Add        58769     9031
Add        45589     9032
Add        41325     9032
Add        43760     9032
Add        93672     9033
Remove     7209      9033
Add        12903     9034
Contains   6175      9034
Add        50690     9035
Add        16303     9036
Contains   311       9036
Add        32397     9036
Add        75110     9037
Contains   29392     9038
Contains   4315      9038
Add        28212     9039
Add        86373     9040
Add        33047     9041
Add        11866     9042
Contains   4276      9043
Remove     10251     9044
Add        72150     9045
Contains   1873      9045
Add        66724     9046
Add        90083     9047
Contains   11995     9048
Contains   17406     9049
Add        51361     9050
Add        15114     9051
Add        55701     9052
Add        74557     9053
Add        5166      9054
Add        5100      9055
Add        37935     9056
Add        28084     9057
Add        85549     9058
Contains   64732     9059
Add        45025     9060
Add        72486     9061
Add        46113     9062
Add        15542     9063
Contains   6586      9064
Add        14076     9065
Add        11970     9066
Add        29739     9067
Remove     24150     9068
Add        17207     9068
Contains   1514      9068
Add        738       9069
Add        10043     9070
Add        88696     9071
Contains   73945     9072
Add        55714     9072
Add        92747     9073
Contains   4439      9073
Add        90028     9074
Contains   51025     9075
Add        12865     9076
Add        21517     9077
Add        72708     9078
Add        78084     9079
Add        20102     9080
Add        77203     9081
Contains   4315      9081
Add        17870     9082
Add        58048     9083
Add        59199     9084
Contains   5791      9084
Add        36409     9085
Add        88728     9086
Add        86964     9087
Add        38275     9088
Add        86139     9089
Contains   735       9089
Contains   6539      9089
Add        24268     9090
Add        73150     9091
Add        90033     9091
Add        34977     9092
Add        5190      9093
Add        11297     9094
Add        50666     9095
Add        76256     9096
Add        52932     9097
Add        99823     9098
Add        68428     9098
Add        44856     9099
Add        37015     9100
Add        40182     9101
Contains   74092     9102
Add        49048     9103
Add        31836     9104
Add        82773     9105
Add        56679     9106
Contains   90696     9107
Add        21841     9108
Contains   6973      9108
Contains   5273      9108
Add        68845     9109
Add        18215     9109
Add        24909     9110
Add        49967     9110
Contains   39197     9111
Contains   11903     9112
Add        76687     9113
Add        81078     9114
Add        73420     9114
Add        33490     9115
Add        61139     9116
Add        86929     9117
Contains   1569      9117
Add        41125     9118
Contains   9538      9119
Contains   51290     9120
Contains   92618     9121
Add        41346     9122
Add        48294     9123
Add        37458     9124
Contains   89686     9125
Add        2579      9126
Contains   28741     9127
Contains   3948      9127
Add        84739     9128
Add        38687     9129
Add        93313     9130
Contains   2956      9131
Add        70025     9131
Contains   65001     9131
Add        76223     9132
Add        49865     9133
Remove     36220     9134
Add        34754     9135
Add        49122     9136
Add        9244      9137
Add        23397     9138
Add        63040     9139
Contains   3999      9139
Add        85062     9140
Add        19493     9141
Add        96179     9142
Add        91178     9143
Add        91136     9144
Add        29172     9144
Add        82828     9145
Add        26217     9146
Add        44966     9147
Add        60810     9148
Add        43660     9149
Add        56094     9150
Add        91503     9151
Add        43694     9152
Contains   3753      9152
Add        61187     9153
Contains   18887     9154
Add        65237     9155
Add        43146     9156
Add        17696     9157
Add        9867      9158
Add        12950     9159
Remove     93743     9160
Add        87333     9161
Add        93919     9162
Add        47382     9163
Contains   3258      9163
Add        7309      9164
Contains   43        9164
Add        25045     9165
Add        64507     9166
Add        24526     9166
Add        41469     9167
Contains   46243     9168
Contains   4449      9168
Remove     70573     9169
Add        95038     9170
Add        7711      9171
Add        33638     9172
Add        71917     9173
Add        6715      9174
Add        72483     9175
Contains   7083      9175
Contains   4757      9175
Contains   7217      9175
Add        4231      9176
Add        72404     9177
Add        90024     9178
Add        63231     9179
Add        87181     9180
Add        55559     9181
Add        1359      9182
Add        93021     9183
Add        64993     9184
Add        55495     9185
Add        51913     9186
Contains   1747      9186
Add        63078     9187
Add        43048     9187
Add        30201     9188
Add        15917     9189
Add        22334     9190
Add        58857     9191
Add        82260     9192
Contains   1279      9192
Add        51684     9193
Add        5831      9194
Add        18755     9195
Add        88140     9196
Add        89262     9197
Contains   11310     9198
Add        54565     9199
Remove     42947     9200
Add        70809     9201
Add        83257     9202
Add        32586     9203
Remove     81437     9204
Contains   7738      9204
Add        91364     9205
Add        7751      9206
Contains   6471      9206
Add        8781      9207
Add        16309     9208
Add        61013     9209
Add        44159     9210
Add        21834     9211
Add        99512     9211
Add        73229     9212
Add        74261     9213
Add        23649     9214
Add        66258     9215
Add        54814     9215
Add        47584     9216
Add        72779     9216
Add        25109     9217
Contains   6544      9218
Contains   6010      9218
Add        48009     9219
Contains   6247      9219
Add        48786     9220
Add        49271     9221
Add        95523     9222
Add        69100     9223
Add        37387     9224
Add        84383     9225
Add        5055      9226
Add        1901      9227
Add        73258     9228
Add        18465     9229
Contains   26942     9230
Add        77113     9231
Add        10287     9232
Add        53542     9233
Add        37651     9234
Add        76899     9235
Contains   57594     9236
Add        36722     9237
Add        35693     9238
Add        71750     9239
Contains   6097      9239
Add        88462     9240
Add        66943     9241
Contains   841       9241
Contains   2505      9241
Add        68819     9242
Contains   1961      9242
Add        43584     9243
Contains   87372     9244
Contains   19753     9244
Add        75816     9245
Remove     75059     9246
Contains   7344      9246
Add        76970     9247
Add        70226     9248
Add        62256     9249
Add        89945     9250
Add        29359     9251
Add        4782      9252
Add        88588     9253
Add        65607     9254
Add        1308      9255
Add        14996     9256
Add        78334     9257
Add        63958     9258
Add        99171     9259
Add        96511     9260
Add        94176     9261
Add        85846     9262
Remove     56313     9263
Add        83354     9264
Contains   6775      9264
Add        3381      9264
Contains   5703      9264
Contains   6555      9264
Remove     32059     9265
Add        15508     9266
Add        24164     9267
Add        13232     9268
Add        695       9269
Add        63258     9270
Add        85474     9271
Add        416       9272
Contains   6801      9272
Add        68522     9273
Add        58033     9274
Add        54207     9274
Remove     18032     9275
Contains   16915     9276
Add        77273     9277
Add        85446     9278
Add        22634     9279
Add        87071     9280
Add        44373     9280
Add        800       9281
Add        96776     9282
Add        66230     9283
Add        21837     9284
Add        36525     9284
Add        38143     9284
Add        89138     9285
Contains   1853      9285
Add        78560     9286
Add        65432     9287
Add        77049     9288
Add        99918     9288
Add        21375     9289
Add        72707     9290
Add        39181     9291
Add        7691      9292
Contains   29059     9293
Add        50948     9294
Add        50527     9295
Add        44067     9296
Add        55217     9297
Add        61877     9298
Contains   4771      9298
Add        28732     9299
Remove     91972     9300
Add        54990     9301
Add        39743     9301
Add        48377     9302
Add        65593     9303
Add        81621     9304
Add        27495     9305
Add        47890     9306
Add        68643     9307
Contains   4211      9307
Add        5360      9308
Add        34826     9309
Add        57709     9310
Add        9721      9311
Add        18111     9312
Add        14703     9313
Add        36636     9314
Add        93044     9315
Contains   54435     9316
Add        83179     9317
Add        94559     9318
Add        49834     9319
Contains   3285      9319
Contains   7265      9320
Add        16250     9321
Remove     65858     9322
Contains   893       9322
Add        93664     9323
Contains   7989      9323
Add        48715     9324
Add        60412     9325
Add        82102     9326
Contains   28446     9327
Add        99639     9328
Add        22086     9329
Contains   315       9329
Contains   14098     9330
Add        61493     9331
Contains   1205      9331
Contains   1533      9331
Add        70795     9332
Add        66538     9333
Add        87131     9334
Add        74056     9335
Add        1873      9336
Add        90735     9337
Add        36611     9338
Add        56423     9339
Add        17528     9340
Add        11261     9340
Add        64544     9341
Contains   5603      9341
Add        62503     9342
Add        1036      9343
Add        76679     9343
Add        48469     9344
Add        68985     9345
Contains   1099      9345
Add        34790     9346
Contains   10484     9347
Add        4286      9348
Add        80528     9349
Contains   4020      9349
Add        75295     9350
Add        96485     9351
Remove     29739     9352
Add        16181     9353
Contains   4355      9353
Contains   75184     9354
Add        31561     9355
Add        81696     9356
Add        47619     9356
Contains   3045      9356
Add        35897     9357
Add        63723     9358
Add        22509     9359
Contains   45865     9360
Add        93727     9361
Add        8696      9362
Add        39982     9363
Add        60438     9364
Add        8394      9365
Contains   45966     9366
Contains   60211     9367
Add        90487     9368
Add        53219     9369
Add        7071      9370
Add        30500     9371
Add        71369     9372
Add        28342     9373
Add        80625     9374
Add        3205      9375
Add        2331      9376
Remove     71382     9377
Add        94109     9378
Contains   5822      9379
Add        74225     9380
Contains   95692     9381
Add        18705     9382
Add        56482     9383
Contains   7909      9383
Add        99410     9384
Add        32975     9385
Contains   3739      9385
Add        1604      9385
Add        76944     9386
Add        25921     9387
Contains   36793     9388
Add        59685     9388
Add        69781     9389
Add        12321     9390
Add        85222     9391
Add        99925     9392
Add        16916     9393
Add        55204     9394
Add        13751     9395
Add        74959     9396
Add        6190      9397
Add        44533     9398
Add        20398     9399
Contains   49459     9400
Add        64851     9401
Contains   367       9401
Add        5683      9402
Add        31343     9403
Add        38761     9404
Add        25238     9405
Contains   33096     9406
Contains   5325      9406
Add        23204     9407
Contains   241       9407
Add        52990     9408
Add        88375     9409
Add        29137     9410
Add        17691     9411
Add        43575     9412
Add        11842     9413
Add        37957     9414
Add        31995     9415
Add        9554      9416
Add        88218     9417
Add        54574     9418
Contains   6975      9418
Contains   1065      9418
Add        15659     9419
Add        55045     9420
Add        8426      9421
